cik,sic,company_name,industry
1500366,2011.0,"ANPULO FOOD, INC.",MEAT PACKING PLANTS
1500367,6770.0,"EUROPA ACQUISITION VIII, INC.",BLANK CHECKS
1500375,6035.0,"HOME FEDERAL BANCORP, INC. OF LOUISIANA","SAVINGS INSTITUTION, FEDERALLY CHARTERED"
1500435,3861.0,"GOPRO, INC.",PHOTOGRAPHIC EQUIPMENT & SUPPLIES
1500497,6770.0,GIA INVESTMENTS CORP.,BLANK CHECKS
1500554,6798.0,"AMERICAN REALTY CAPITAL - RETAIL CENTERS OF AMERICA, INC.",REAL ESTATE INVESTMENT TRUSTS
1500711,6036.0,"ALLIANCE BANCORP, INC. OF PENNSYLVANIA","SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"
1500768,6200.0,AZAZ CAPITAL CORP.,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES"
1500836,6036.0,"WOLVERINE BANCORP, INC.","SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"
1500837,6035.0,"SUNSHINE FINANCIAL, INC.","SAVINGS INSTITUTION, FEDERALLY CHARTERED"
1500861,6770.0,APEX 1 INC.,BLANK CHECKS
1500866,7370.0,INTERXION HOLDING N.V.,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
1500881,1090.0,ENCORE ENERGY CORP.,MISCELLANEOUS METAL ORES
1500894,2000.0,LOUISIANA FOOD CO,FOOD AND KINDRED PRODUCTS
1500904,7374.0,"ROWL, INC.",SERVICES-COMPUTER PROCESSING & DATA PREPARATION
1501010,1311.0,ZODIAC EXPLORATION CORP.,CRUDE PETROLEUM & NATURAL GAS
1501017,6770.0,"PARALLAX DIAGNOSTICS, INC.",BLANK CHECKS
1501078,6035.0,OCONEE FEDERAL FINANCIAL CORP.,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
1501112,2834.0,ANTAGA INTERNATINAL CORP,PHARMACEUTICAL PREPARATIONS
1501134,8071.0,INVITAE CORP,SERVICES-MEDICAL LABORATORIES
1501162,1700.0,ANNEC GREEN REFRACTORIES CORP,CONSTRUCTION - SPECIAL TRADE CONTRACTORS
1501225,5180.0,CHINA TIANFEIHONG WINE INC,"WHOLESALE-BEER, WINE & DISTILLED ALCOHOLIC BEVERAGES"
1501257,2842.0,"PURA NATURALS, INC.","SPECIALTY CLEANING, POLISHING AND SANITATION PREPARATIONS"
1501268,2731.0,HORIZONTAL MARKETING CORP.,BOOKS: PUBLISHING OR PUBLISHING & PRINTING
1501331,6036.0,"MINDEN BANCORP, INC.","SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"
1501350,6035.0,EUREKA FINANCIAL CORP.,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
1501364,6036.0,"UNITED FINANCIAL BANCORP, INC.","SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"
1501489,8742.0,"DINELLO RESTAURANT VENTURES, INC.",SERVICES-MANAGEMENT CONSULTING SERVICES
1501570,6022.0,"VERITEX HOLDINGS, INC.",STATE COMMERCIAL BANKS
1501585,3730.0,"HUNTINGTON INGALLS INDUSTRIES, INC.",SHIP & BOAT BUILDING & REPAIRING
1501697,2836.0,"ARSANIS, INC.","BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1501720,6500.0,AFRICA GROWTH CORP,REAL ESTATE
1501732,3842.0,"INTERNAL FIXATION SYSTEMS, INC.","ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES"
1501745,6798.0,"AMERICAN REALTY CAPITAL DAILY NET ASSET VALUE TRUST, INC.",REAL ESTATE INVESTMENT TRUSTS
1501756,2836.0,"AVALANCHE BIOTECHNOLOGIES, INC.","BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1501775,2300.0,MECOX LANE LTD,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL
1501796,2836.0,"AURA BIOSCIENCES, INC.","BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1501804,6770.0,"BAMA BIOTECH, INC.",BLANK CHECKS
1501845,7389.0,"SOLO INTERNATIONAL, INC","SERVICES-BUSINESS SERVICES, NEC"
1501862,3944.0,"EMPIRE GLOBAL GAMING, INC.","GAMES, TOYS & CHILDREN'S VEHICLES (NO DOLLS & BICYCLES)"
1501919,7372.0,SSI INVESTMENTS II LTD,SERVICES-PREPACKAGED SOFTWARE
1501958,100.0,"HAZLO! TECHNOLOGIES, INC.",AGRICULTURAL PRODUCTION-CROPS
1501972,3829.0,"SANOMEDICS, INC.","MEASURING & CONTROLLING DEVICES, NEC"
1501989,2834.0,"CYTOMX THERAPEUTICS, INC.",PHARMACEUTICAL PREPARATIONS
1502012,1311.0,"QR ENERGY, LP",CRUDE PETROLEUM & NATURAL GAS
1502034,5400.0,"GNC HOLDINGS, INC.",RETAIL-FOOD STORES
1502152,2834.0,GLOBESTAR THERAPEUTICS CORP,PHARMACEUTICAL PREPARATIONS
1502154,1040.0,ALIO GOLD INC.,GOLD AND SILVER ORES
1502292,6331.0,"CONIFER HOLDINGS, INC.","FIRE, MARINE & CASUALTY INSURANCE"
1502377,1040.0,"CONTANGO ORE, INC.",GOLD AND SILVER ORES
1502519,7359.0,"ICON ECI FUND FIFTEEN, L.P.","SERVICES-EQUIPMENT RENTAL & LEASING, NEC"
1502554,1520.0,BROOKFIELD RESIDENTIAL PROPERTIES INC.,GENERAL BLDG CONTRACTORS - RESIDENTIAL BLDGS
1502555,1040.0,GOLDEN GLOBAL CORP.,GOLD AND SILVER ORES
1502557,8200.0,"CX NETWORK GROUP, INC.",SERVICES-EDUCATIONAL SERVICES
1502629,7389.0,MELANTHIOS ACQUISITION CORP.,"SERVICES-BUSINESS SERVICES, NEC"
1502630,2452.0,"PLH PRODUCTS, INC.",PREFABRICATED WOOD BLDGS & COMPONENTS
1502659,5063.0,DATASIGHT CORP,"WHOLESALE-ELECTRICAL APPARATUS & EQUIPMENT, WIRING SUPPLIES"
1502747,6770.0,PACIFIC QUEST VENTURES CORP.,BLANK CHECKS
1502749,6035.0,EVERBANK FINANCIAL CORP,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
1502756,4813.0,ZAYO GROUP LLC,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)
1502772,5211.0,DEGARO INNOVATIONS CORP.,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS
1502774,1311.0,"SOTON HOLDINGS GROUP, INC.",CRUDE PETROLEUM & NATURAL GAS
1502777,2080.0,"TRACKSOFT SYSTEMS, INC.",BEVERAGES
1502916,3630.0,SODASTREAM INTERNATIONAL LTD.,HOUSEHOLD APPLIANCES
1502952,7389.0,"MOVIE TRAILER GALAXY, INC.","SERVICES-BUSINESS SERVICES, NEC"
1502966,8734.0,"DIGIPATH, INC.",SERVICES-TESTING LABORATORIES
1502974,7389.0,PENNY AUCTION SOLUTIONS INC,"SERVICES-BUSINESS SERVICES, NEC"
1503063,6035.0,FRATERNITY COMMUNITY BANCORP INC,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
1503161,2030.0,"LIBERATED SOLUTIONS, INC.","CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES"
1503227,3652.0,"FIRST LEVEL ENTERTAINMENT GROUP, INC.",PHONOGRAPH RECORDS & PRERECORDED AUDIO TAPES & DISKS
1503274,3826.0,QUANTERIX CORP,LABORATORY ANALYTICAL INSTRUMENTS
1503401,6770.0,CHINA VANTAGEPOINT ACQUISITION CO,BLANK CHECKS
1503455,6282.0,"ASSET PROTECTION OF AMERICA, INC.",INVESTMENT ADVICE
1503458,1311.0,"FOOTHILLS EXPLORATION, INC.",CRUDE PETROLEUM & NATURAL GAS
1503518,8011.0,"21ST CENTURY ONCOLOGY HOLDINGS, INC.",SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE
1503538,7340.0,IPOWORLD,SERVICES-TO DWELLINGS & OTHER BUILDINGS
1503579,7011.0,STATION CASINOS LLC,HOTELS & MOTELS
1503584,4412.0,COSTAMARE INC.,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT
1503636,1389.0,"PLATINUM ENERGY SOLUTIONS, INC.","OIL & GAS FIELD SERVICES, NEC"
1503658,6500.0,SED INTELLIGENT HOME INC.,REAL ESTATE
1503707,6798.0,"NORTHSTAR HEALTHCARE INCOME, INC.",REAL ESTATE INVESTMENT TRUSTS
1503802,2834.0,KARYOPHARM THERAPEUTICS INC.,PHARMACEUTICAL PREPARATIONS
1503813,2721.0,RDA HOLDING CO.,PERIODICALS: PUBLISHING OR PUBLISHING & PRINTING
1503828,6798.0,"AMERICAN REALTY CAPITAL TRUST III, INC.",REAL ESTATE INVESTMENT TRUSTS
1503985,7372.0,"HARMONY METALS, INC.",SERVICES-PREPACKAGED SOFTWARE
1503993,6798.0,"O'DONNELL STRATEGIC INDUSTRIAL REIT, INC.",REAL ESTATE INVESTMENT TRUSTS
1504008,6035.0,"BANKUNITED, INC.","SAVINGS INSTITUTION, FEDERALLY CHARTERED"
1504167,2834.0,BIOPHARMX CORP,PHARMACEUTICAL PREPARATIONS
1504222,2834.0,"DETHRONE ROYALTY HOLDINGS, INC.",PHARMACEUTICAL PREPARATIONS
1504239,2836.0,"POINT OF CARE NANO-TECHNOLOGY, INC.","BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1504307,5500.0,CROWN AUTO HOLDINGS INC.,RETAIL-AUTO DEALERS & GASOLINE STATIONS
1504379,3281.0,CAESARSTONE SDOT-YAM LTD.,CUT STONE & STONE PRODUCTS
1504388,3651.0,"AVANTE SYSTEMS, INC.",HOUSEHOLD AUDIO & VIDEO EQUIPMENT
1504389,2834.0,"RICH PHARMACEUTICALS, INC.",PHARMACEUTICAL PREPARATIONS
1504461,4922.0,NGL ENERGY PARTNERS LP,NATURAL GAS TRANSMISSION
1504464,5961.0,FUTURE ENERGY CORP.,RETAIL-CATALOG & MAIL-ORDER HOUSES
1504678,2800.0,"LOOP INDUSTRIES, INC.",CHEMICALS & ALLIED PRODUCTS
1504735,8090.0,AMERICAN RENAL HOLDINGS INC.,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC"
1504747,2840.0,SWISHER HYGIENE INC.,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
1504764,6029.0,GRUPO AVAL ACCIONES Y VALORES S.A.,"COMMERCIAL BANKS, NEC"
1504776,3851.0,WARBY PARKER INC.,OPHTHALMIC GOODS
1504795,4412.0,BOX SHIPS INC.,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT
1504796,7822.0,BONA FILM GROUP LTD,SERVICES-MOTION PICTURE & VIDEO TAPE DISTRIBUTION
1504875,6770.0,CBC ACQUISITION CORP. 1,BLANK CHECKS
1504876,6770.0,5V INC.,BLANK CHECKS
1504877,6770.0,CHINA RENEWABLE CONSTRUCTION MATERIALS INC.,BLANK CHECKS
1504886,6221.0,MANAGED FUTURES PREMIER MACRO L.P.,COMMODITY CONTRACTS BROKERS & DEALERS
1504912,5900.0,LYONS LIQUORS INC.,RETAIL-MISCELLANEOUS RETAIL
1504937,5812.0,FELAFEL CORP,RETAIL-EATING PLACES
1505065,3841.0,BRAINSWAY LTD.,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
1505124,6510.0,"INDIGO INTERNATIONAL, CORP.",REAL ESTATE OPERATORS (NO DEVELOPERS) & LESSORS
1505155,7372.0,"UPLAND SOFTWARE, INC.",SERVICES-PREPACKAGED SOFTWARE
1505361,6770.0,TRANSATLANTIC ACQUISITION CORP,BLANK CHECKS
1505362,6770.0,EVOLUTION ACQUISITION CORP,BLANK CHECKS
1505363,6770.0,EMERGING ACQUISITION CORP,BLANK CHECKS
1505364,6770.0,EASTERN ACQUISITION CORP,BLANK CHECKS
1505366,6770.0,CENTURY ACQUISITION CORP,BLANK CHECKS
1505367,6770.0,APOLLO ACQUISITION CORP,BLANK CHECKS
1505368,6770.0,CONSTELLATION GROWTH CORP,BLANK CHECKS
1505369,6770.0,FORMATIVE GROWTH CORP,BLANK CHECKS
1505370,6770.0,SOUTHERN GROWTH CORP,BLANK CHECKS
1505371,6770.0,SUPERIOR GROWTH CORP,BLANK CHECKS
1505497,8090.0,"BIORESTORATIVE THERAPIES, INC.","SERVICES-MISC HEALTH & ALLIED SERVICES, NEC"
1505512,2834.0,REGULUS THERAPEUTICS INC.,PHARMACEUTICAL PREPARATIONS
1505611,7370.0,"DECISIONPOINT SYSTEMS, INC.","SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
1505732,6022.0,"BANKWELL FINANCIAL GROUP, INC.",STATE COMMERCIAL BANKS
1505823,6035.0,FRANKLIN FINANCIAL CORP,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
1505892,7812.0,"POW! ENTERTAINMENT, INC.",SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION
1505952,7372.0,"DOMO, INC.",SERVICES-PREPACKAGED SOFTWARE
1505966,7320.0,SQUARETWO FINANCIAL CORP,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES"
1506042,4731.0,NAVIOS SOUTH AMERICAN LOGISTICS INC.,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO
1506184,2834.0,IMMUTEP LTD,PHARMACEUTICAL PREPARATIONS
1506215,6770.0,BRIDGEWAY ACQUISITION CORP.,BLANK CHECKS
1506251,2834.0,"CITIUS PHARMACEUTICALS, INC.",PHARMACEUTICAL PREPARATIONS
1506270,7389.0,STEVIA AGRITECH CORP.,"SERVICES-BUSINESS SERVICES, NEC"
1506293,7370.0,"PINTEREST, INC.","SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
1506295,7372.0,"VB CLOTHING, INC.",SERVICES-PREPACKAGED SOFTWARE
1506302,7372.0,"PREVENTIA, INC.",SERVICES-PREPACKAGED SOFTWARE
1506307,4922.0,"KINDER MORGAN, INC.",NATURAL GAS TRANSMISSION
1506325,3524.0,ELECTRIC TRACTOR CORP.,LAWN & GARDEN TRACTORS & HOME LAWN & GARDENS EQUIP
1506374,1311.0,LONE OAK ACQUISITION CORP,CRUDE PETROLEUM & NATURAL GAS
1506385,8742.0,AMERICAN HOUSING REIT INC.,SERVICES-MANAGEMENT CONSULTING SERVICES
1506401,6798.0,"INFRAREIT, INC.",REAL ESTATE INVESTMENT TRUSTS
1506439,7372.0,"SHARPSPRING, INC.",SERVICES-PREPACKAGED SOFTWARE
1506481,6770.0,LVFAR GREEN TECHNOLOGY CORP.,BLANK CHECKS
1506492,3845.0,"CHF SOLUTIONS, INC.",ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
1506503,2111.0,"WHITE FOX VENTURES, INC.",CIGARETTES
1506522,1000.0,"PRESS VENTURES, INC.",METAL MINING
1506545,3576.0,"ASPECT SOFTWARE PARENT, INC.",COMPUTER COMMUNICATIONS EQUIPMENT
1506546,3576.0,ASPECT SOFTWARE GROUP HOLDINGS LTD.,COMPUTER COMMUNICATIONS EQUIPMENT
1506742,1311.0,"TEXAS SOUTH ENERGY, INC.",CRUDE PETROLEUM & NATURAL GAS
1506744,6770.0,"RLJ ACQUISITION, INC.",BLANK CHECKS
1506756,3714.0,CHINA ZENIX AUTO INTERNATIONAL LTD,MOTOR VEHICLE PARTS & ACCESSORIES
1506814,1000.0,JASPER EXPLORATIONS INC.,METAL MINING
1506928,3841.0,AVINGER INC,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
1506929,1040.0,"VERDE RESOURCES, INC.",GOLD AND SILVER ORES
1506932,1311.0,LONE PINE RESOURCES INC.,CRUDE PETROLEUM & NATURAL GAS
1506983,3841.0,"GLUCOTRACK, INC.",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
1507051,7389.0,TAOMEE HOLDINGS LTD,"SERVICES-BUSINESS SERVICES, NEC"
1507079,5211.0,"FLOOR & DECOR HOLDINGS, INC.",RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS
1507103,5990.0,"PASSIONATE PET, INC.","RETAIL-RETAIL STORES, NEC"
1507154,4412.0,NAUTILUS MARINE ACQUISITION CORP,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT
1507181,3600.0,MOUNTAIN HIGH ACQUISITIONS CORP.,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP)
1507196,1000.0,DAKOTA CREEK MINERALS INC.,METAL MINING
1507277,6022.0,PARK STERLING CORP,STATE COMMERCIAL BANKS
1507385,6798.0,"VEREIT, INC.",REAL ESTATE INVESTMENT TRUSTS
1507571,4400.0,AMERICAN PETROLEUM TANKERS PARENT LLC,WATER TRANSPORTATION
1507605,6199.0,VERVE VENTURES INC,FINANCE SERVICES
1507615,4610.0,ANDEAVOR LOGISTICS LP,PIPE LINES (NO NATURAL GAS)
1507718,1000.0,"CUBED, INC.",METAL MINING
1507842,3571.0,STRATUS TECHNOLOGIES BERMUDA HOLDINGS LTD.,ELECTRONIC COMPUTERS
1507858,6770.0,"AUSTIN ACQUISITIONS, INC",BLANK CHECKS
1507881,8062.0,"USMD HOLDINGS, INC.","SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC"
1507934,4841.0,"LIBERTY CAPSTARZ, INC.",CABLE & OTHER PAY TELEVISION SERVICES
1507951,6162.0,NATIONSTAR MORTGAGE LLC,MORTGAGE BANKERS & LOAN CORRESPONDENTS
1507957,3674.0,IDEAL POWER INC.,SEMICONDUCTORS & RELATED DEVICES
1507964,1040.0,CORVUS GOLD INC.,GOLD AND SILVER ORES
1507986,6770.0,UNIVERSAL BUSINESS PAYMENT SOLUTIONS ACQUISITION CORP,BLANK CHECKS
1508128,1400.0,PASSPORT POTASH INC,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS)
1508262,3829.0,BABY ALL CORP.,"MEASURING & CONTROLLING DEVICES, NEC"
1508332,7990.0,"TROPHY HUNTING UNLIMITED, INC.",SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION
1508348,8742.0,"AMERICANN, INC.",SERVICES-MANAGEMENT CONSULTING SERVICES
1508363,8300.0,"HEALTH IN HARMONY, INC.",SERVICES-SOCIAL SERVICES
1508381,3842.0,STRATEGIC DENTAL MANAGEMENT CORP.,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES"
1508470,3841.0,SAFECODE DRUG TECHNOLOGIES CORP.,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
1508475,7370.0,"VNET GROUP, INC.","SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
1508478,5812.0,ARCOS DORADOS HOLDINGS INC.,RETAIL-EATING PLACES
1508594,6199.0,"THC FARMACEUTICALS, INC.",FINANCE SERVICES
1508677,3480.0,COLT DEFENSE LLC,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)"
1508786,3021.0,"TIRELESS STEPS, INC.",RUBBER & PLASTICS FOOTWEAR
1508844,1000.0,PRETIUM RESOURCES INC.,METAL MINING
1508913,7371.0,QIHOO 360 TECHNOLOGY CO LTD,SERVICES-COMPUTER PROGRAMMING SERVICES
1508933,1090.0,GEORGETOWN CORP,MISCELLANEOUS METAL ORES
1509190,2834.0,"ARATANA THERAPEUTICS, INC.",PHARMACEUTICAL PREPARATIONS
1509223,7372.0,RENREN INC.,SERVICES-PREPACKAGED SOFTWARE
1509261,2834.0,FITS MY STYLE INC,PHARMACEUTICAL PREPARATIONS
1509273,1389.0,"C&J ENERGY SERVICES, INC.","OIL & GAS FIELD SERVICES, NEC"
1509351,7370.0,CHARLIE GPS INC,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
1509432,6794.0,RPX CORP,PATENT OWNERS & LESSORS
1509477,7310.0,NOWNEWS DIGITAL MEDIA TECHNOLOGY CO. LTD.,SERVICES-ADVERTISING
1509589,1311.0,"CIVITAS RESOURCES, INC.",CRUDE PETROLEUM & NATURAL GAS
1509646,4833.0,PHOENIX NEW MEDIA LTD,TELEVISION BROADCASTING STATIONS
1509692,1382.0,DIVERSIFIED RESOURCES INC.,OIL & GAS FIELD EXPLORATION SERVICES
1509745,2834.0,"LEAP THERAPEUTICS, INC.",PHARMACEUTICAL PREPARATIONS
1509786,1040.0,GUSKIN GOLD CORP.,GOLD AND SILVER ORES
1509879,6500.0,ROI LAND INVESTMENTS LTD,REAL ESTATE
1509957,5122.0,"CANBIOLA, INC.","WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES"
1509986,7372.0,NETQIN MOBILE INC.,SERVICES-PREPACKAGED SOFTWARE
1509991,1311.0,KOSMOS ENERGY LTD.,CRUDE PETROLEUM & NATURAL GAS
1510030,6770.0,CHINA RESOURCES DEVELOPMENT INC.,BLANK CHECKS
1510130,7011.0,SOUTHERN STATES SIGN CO,HOTELS & MOTELS
1510247,7374.0,"PRIME TIME TRAVEL, INC.",SERVICES-COMPUTER PROCESSING & DATA PREPARATION
1510256,3585.0,CHINA SURE WATER (USA) INC.,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP
1510295,2911.0,MARATHON PETROLEUM CORP,PETROLEUM REFINING
1510326,7830.0,DIGITAL CINEMA DESTINATIONS CORP.,SERVICES-MOTION PICTURE THEATERS
1510333,7819.0,"WATERMARK GROUP, INC.",SERVICES-ALLIED TO MOTION PICTURE PRODUCTION
1510400,1040.0,TAHOE RESOURCES INC.,GOLD AND SILVER ORES
1510487,2834.0,PRINCIPIA BIOPHARMA INC.,PHARMACEUTICAL PREPARATIONS
1510489,5122.0,ASIA LEECHDOM HOLDING CORP,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES"
1510518,2833.0,GENUFOOD ENERGY ENZYMES CORP.,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS
1510524,7389.0,GRAYSTONE CO,"SERVICES-BUSINESS SERVICES, NEC"
1510580,2836.0,"KITE PHARMA, INC.","BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1510593,7372.0,XUNLEI LTD,SERVICES-PREPACKAGED SOFTWARE
1510775,2840.0,BIOLOGIX HAIR INC.,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
1510832,6199.0,BIOPOWER OPERATIONS CORP,FINANCE SERVICES
1510839,6770.0,TARCON ACQUISITIONS I INC,BLANK CHECKS
1510871,3310.0,CHINA INDUSTRIAL STEEL INC.,"STEEL WORKS, BLAST FURNACES & ROLLING & FINISHING MILLS"
1510891,7371.0,YSTRATEGIES CORP.,SERVICES-COMPUTER PROGRAMMING SERVICES
1510949,1311.0,ALLIANCE PETROLEUM CORP,CRUDE PETROLEUM & NATURAL GAS
1510961,6770.0,USCHINA VENTURE I INC,BLANK CHECKS
1510962,6770.0,USCHINA VENTURE II INC,BLANK CHECKS
1510963,7389.0,CHINA BULL MANAGEMENT INC,"SERVICES-BUSINESS SERVICES, NEC"
1510964,2834.0,"FORECLOSURE SOLUTIONS, INC.",PHARMACEUTICAL PREPARATIONS
1510976,7372.0,"APPLE GREEN HOLDING, INC.",SERVICES-PREPACKAGED SOFTWARE
1511071,6035.0,"POAGE BANKSHARES, INC.","SAVINGS INSTITUTION, FEDERALLY CHARTERED"
1511079,6770.0,"TRIDENT ACQUISITIONS, INC.",BLANK CHECKS
1511081,6770.0,"DECA INVESTMENTS, INC.",BLANK CHECKS
1511139,1311.0,RAAM GLOBAL ENERGY CO,CRUDE PETROLEUM & NATURAL GAS
1511159,2082.0,DREWRYS BREWING CO,MALT BEVERAGES
1511161,3652.0,ASTIKA HOLDINGS INC.,PHONOGRAPH RECORDS & PRERECORDED AUDIO TAPES & DISKS
1511198,6036.0,"FIRST CONNECTICUT BANCORP, INC.","SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"
1511261,7389.0,FINISHING TOUCHES HOME GOODS INC.,"SERVICES-BUSINESS SERVICES, NEC"
1511325,1000.0,PORTUS CORP,METAL MINING
1511337,6798.0,RLJ LODGING TRUST,REAL ESTATE INVESTMENT TRUSTS
1511367,5094.0,LION LAM DIAMOND INC,"WHOLESALE-JEWELRY, WATCHES, PRECIOUS STONES & METALS"
1511447,6770.0,"AOTS 33, INC.",BLANK CHECKS
1511448,6770.0,WRASP 34 INC,BLANK CHECKS
1511618,1311.0,"PUISSANT INDUSTRIES, INC.",CRUDE PETROLEUM & NATURAL GAS
1511648,6770.0,GLOBAL CORNERSTONE HOLDINGS LTD,BLANK CHECKS
1511683,7374.0,JIAYUAN.COM INTERNATIONAL LTD,SERVICES-COMPUTER PROCESSING & DATA PREPARATION
1511735,5000.0,PLESK CORP,WHOLESALE-DURABLE GOODS
1511737,3663.0,UBIQUITI INC.,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT
1511800,6770.0,CONTINENTAL ALLOY WHEEL CORP,BLANK CHECKS
1511820,5122.0,STEMTECH CORP,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES"
1511863,6770.0,BLUEDATA CORP,BLANK CHECKS
1511967,6141.0,TMX FINANCE LLC,PERSONAL CREDIT INSTITUTIONS
1512074,7389.0,SCG FINANCIAL ACQUISITION CORP.,"SERVICES-BUSINESS SERVICES, NEC"
1512077,4899.0,GLOBAL EAGLE ACQUISITION CORP.,"COMMUNICATIONS SERVICES, NEC"
1512138,3841.0,"GREAT BASIN SCIENTIFIC, INC.",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
1512228,1000.0,NIOCORP DEVELOPMENTS LTD,METAL MINING
1512499,4700.0,"LINDBLAD EXPEDITIONS HOLDINGS, INC.",TRANSPORTATION SERVICES
1512574,3550.0,"CPM HOLDINGS, INC.",SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY)
1512673,7372.0,"SQUARE, INC.",SERVICES-PREPACKAGED SOFTWARE
1512693,7389.0,SMSA KERRVILLE ACQUISITION CORP.,"SERVICES-BUSINESS SERVICES, NEC"
1512717,2834.0,THERATECHNOLOGIES INC.,PHARMACEUTICAL PREPARATIONS
1512762,2836.0,"COHERUS BIOSCIENCES, INC.","BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1512787,6770.0,"USG1, INC.",BLANK CHECKS
1512886,2833.0,NEUTRA CORP.,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS
1512890,6794.0,EXCEL CORP,PATENT OWNERS & LESSORS
1512920,6199.0,SPROTT INC.,FINANCE SERVICES
1512922,3841.0,"PETVIVO HOLDINGS, INC.",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
1512927,6411.0,"CHINA UNITED INSURANCE SERVICE, INC.","INSURANCE AGENTS, BROKERS & SERVICE"
1512983,7310.0,LAMBENT SOLUTIONS CORP.,SERVICES-ADVERTISING
1513050,3714.0,UCI HOLDINGS LTD,MOTOR VEHICLE PARTS & ACCESSORIES
1513153,3711.0,FCA US LLC,MOTOR VEHICLES & PASSENGER CAR BODIES
1513161,6162.0,"HOME LOAN SERVICING SOLUTIONS, LTD.",MORTGAGE BANKERS & LOAN CORRESPONDENTS
1513403,2300.0,GALA PHARMACEUTICALS INC.,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL
1513514,7320.0,TRANSUNION CORP.,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES"
1513525,2834.0,"ADIAL PHARMACEUTICALS, INC.",PHARMACEUTICAL PREPARATIONS
1513761,4400.0,NORWEGIAN CRUISE LINE HOLDINGS LTD.,WATER TRANSPORTATION
